"metadata_tool","metadata_link"
"cobaltstrike","https://github.com/IcebreakerSecurity/PersistBOF"
"cobaltstrike","https://github.com/lengjibo/NetUser"
"cobaltstrike","https://github.com/kyleavery/inject-assembly"
"cobaltstrike","https://github.com/m57/cobaltstrike_bofs"
"cobaltstrike","https://github.com/med0x2e/SigFlip"
"cobaltstrike","https://github.com/mdsecactivebreach/CACTUSTORCH"
"cobaltstrike","https://github.com/kyleavery/AceLdr"
"cobaltstrike","https://github.com/improsec/SharpEventPersist"
"cobaltstrike","https://github.com/idiotc4t/Reflective-HackBrowserData"
"cobaltstrike","https://github.com/jas502n/bypassAV-1"
"cobaltstrike","https://github.com/k8gege/scrun"
"cobaltstrike","https://github.com/k8gege/Ladon"
"cobaltstrike","https://github.com/EncodeGroup/AggressiveProxy"
"cobaltstrike","https://github.com/eddiezab/aggressor-scripts/tree/master"
"cobaltstrike","https://github.com/EncodeGroup/BOF-RegSave"
"cobaltstrike","https://github.com/EspressoCake/DLL_Imports_BOF"
"cobaltstrike","https://github.com/EncodeGroup/UAC-SilentClean"
"cobaltstrike","https://github.com/dtmsecurity/bof_helper"
"cobaltstrike","https://github.com/Daybr4ak/C2ReverseProxy"
"cobaltstrike","https://github.com/darkr4y/geacon"
"cobaltstrike","https://github.com/dcsync/pycobalt"
"cobaltstrike","https://github.com/dr0op/CrossNet-Beta"
"cobaltstrike","https://github.com/DeEpinGh0st/Erebus"
"cobaltstrike","https://github.com/EspressoCake/DLL-Hijack-Search-Order-BOF"
"cobaltstrike","https://github.com/ewby/Mockingjay_BOF"
"cobaltstrike","https://github.com/EspressoCake/Toggle_Token_Privileges_BOF"
"cobaltstrike","https://github.com/FalconForceTeam/BOF2shellcode"
"cobaltstrike","https://github.com/fortra/No-Consolation"
"cobaltstrike","https://github.com/fcre1938/goShellCodeByPassVT"
"cobaltstrike","https://github.com/EspressoCake/Self_Deletion_BOF"
"cobaltstrike","https://github.com/EspressoCake/HandleKatz_BOF"
"cobaltstrike","https://github.com/EspressoCake/Firewall_Walker_BOF"
"cobaltstrike","https://github.com/EspressoCake/Needle_Sift_BOF"
"cobaltstrike","https://github.com/EspressoCake/Process_Protection_Level_BOF"
"cobaltstrike","https://github.com/EspressoCake/PPLDump_BOF"
"CoercedPotato","https://github.com/Prepouce/CoercedPotato"
"CoercedPotatoRDLL","https://github.com/sokaRepo/CoercedPotatoRDLL"
"Coercer","https://github.com/p0dalirius/Coercer"
"combine_harvester","https://github.com/m3f157O/combine_harvester"
"COMHunter","https://github.com/matterpreter/OffensiveCSharp/tree/master/COMHunter"
"COM-Hunter","https://github.com/nickvourd/COM-Hunter"
"Commander","https://github.com/voukatas/Commander"
"commando-vm","https://github.com/mandiant/commando-vm"
"commix","https://github.com/commixproject/commix"
"Compress-Archive","https://www.cisa.gov/news-events/cybersecurity-advisories/aa23-347a"
"conhost.exe","https://x.com/TheDFIRReport/status/1721521617908473907?s=20"
"ConPtyShell","https://github.com/antonioCoco/ConPtyShell"
"ContainYourself","https://github.com/deepinstinct/ContainYourself"
"conti","https://www.securonix.com/blog/on-conti-ransomware-tradecraft-detection/"
"Conti Ranwomware","https://news.sophos.com/en-us/2021/09/03/conti-affiliates-use-proxyshell-exchange-exploit-in-ransomware-attacks/"
"copy","N/A"
"copy","https://x.com/ACEResponder/status/1720906842631549377"
"copy","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"Cordyceps","https://github.com/pard0p/Cordyceps"
"covenant","https://github.com/cobbr/Covenant"
"Cowpatty","https://github.com/joswr1ght/cowpatty"
"cp","N/A"
"Cr3dOv3r","https://github.com/D4Vinci/Cr3dOv3r"
"crack.sh","https://crack.sh/get-cracking/"
"Crack-allDBs","https://github.com/d3ckx1/Crack-allDBs"
"cracklord","https://github.com/jmmcatee/cracklord"
"crackmapexec","https://github.com/Porchetta-Industries/CrackMapExec"
"crackmapexec","https://github.com/byt3bl33d3r/CrackMapExec"
"crackpkcs12","https://github.com/crackpkcs12/crackpkcs12"
"Crassus","https://github.com/vu-ls/Crassus"
"CredPhisher","https://github.com/matterpreter/OffensiveCSharp/tree/master/CredPhisher"
"CredsLeaker","https://github.com/Dviros/CredsLeaker"
"crond","https://github.com/SigmaHQ/sigma/blob/master/rules/linux/auditd/lnx_auditd_masquerading_crond.yml"
"Cronos-Rootkit","https://github.com/XaFF-XaFF/Cronos-Rootkit"
"crontab","N/A"
"crossc2","https://github.com/gloxec/CrossC2"
"CrossLinked","https://github.com/m8r0wn/CrossLinked"
"Crowbar","https://github.com/galkan/crowbar"
"crunch","https://sourceforge.net/projects/crunch-wordlist/"
"crypto_identifier","https://github.com/Acceis/crypto_identifier"
"CSExec","https://github.com/Metro-Holografix/CSExec.py"
"csploit","https://github.com/cSploit/android"
"ctfr","https://github.com/UnaPibaGeek/ctfr"
"ctftool","https://github.com/taviso/ctftool"
"cuddlephish","https://github.com/fkasler/cuddlephish"
"curlshell","https://github.com/irsl/curlshell"
"cut","N/A"
"CyberGhost VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"cytool","N/A"
"D1rkInject","https://github.com/TheD1rkMtr/D1rkInject"
"Daily VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"DAMP","https://github.com/HarmJ0y/DAMP"
"daphne","https://github.com/codewhitesec/daphne"
"darkarmour","https://github.com/bats3c/darkarmour"
"DarkLoadLibrary","https://github.com/bats3c/DarkLoadLibrary"
"Darkside","https://github.com/ph4nt0mbyt3/Darkside"
"DarkWidow","https://github.com/reveng007/DarkWidow"
"DataBouncing","https://github.com/Unit-259/DataBouncing"
"datasploit","https://github.com/dvopsway/datasploit"
"DavRelayUp","https://github.com/ShorSec/DavRelayUp"
"dazzleUP","https://github.com/hlldz/dazzleUP"
"DBC2","https://github.com/Arno0x/DBC2"
"dcipher-cli","https://github.com/k4m4/dcipher-cli"
"dcomhijack","https://github.com/WKL-Sec/dcomhijack"
"DCOMPotato","https://github.com/zcgonvh/DCOMPotato"
"DcRat","https://github.com/qwqdanchun/DcRat"
"dd","https://github.com/redcanaryco/atomic-red-team/blob/master/atomics/T1485/T1485.yaml"
"DDSpoof","https://github.com/akamai/DDSpoof"
"DeathStar","https://github.com/byt3bl33d3r/DeathStar"
"DebugAmsi","https://github.com/MzHmO/DebugAmsi"
"debugdfs","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Anti-Forensics.md"
"decrypt-chrome-passwords","https://github.com/ohyicong/decrypt-chrome-passwords"
"DEEPRISM VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"DefaultCreds-cheat-sheet","https://github.com/ihebski/DefaultCreds-cheat-sheet"
"default-password.info","https://default-password.info/"
"DefenderCheck","https://github.com/rasta-mouse/ThreatCheck"
"DefenderCheck","https://github.com/matterpreter/DefenderCheck"
"deimosc2","https://github.com/DeimosC2/DeimosC2"
"DelegationBOF","https://github.com/IcebreakerSecurity/DelegationBOF"
"demiguise","https://github.com/nccgroup/demiguise"
"Dendrobate","https://github.com/FuzzySecurity/Dendrobate"
"DeNiSe","https://github.com/mdornseif/DeNiSe"
"DesertNut","https://github.com/FuzzySecurity/Sharp-Suite/tree/master/DesertNut"
"dev-tunnels","https://learn.microsoft.com/en-us/azure/developer/dev-tunnels/overview"
"DFSCoerce","https://github.com/Wh04m1001/DFSCoerce"
"dialupass","https://www.nirsoft.net/utils/dialupass.html"
"dig","https://linux.die.net/man/1/dig"
"Dinjector","https://github.com/Metro-Holografix/DInjector"
"dir","https://thedfirreport.com/2023/04/03/malicious-iso-file-leads-to-domain-wide-ransomware/"
"dir","https://casvancooten.com/posts/2020/11/windows-active-directory-exploitation-cheat-sheet-and-command-reference"
"dirbuster","https://github.com/vulnersCom/burp-Dirbuster"
"DirCreate2System","https://github.com/binderlabs/DirCreate2System"
"Direct-Syscalls","https://github.com/VirtualAlllocEx/Direct-Syscalls-vs-Indirect-Syscalls"
"dirscraper","https://github.com/Cillian-Collins/dirscraper"
"dirsearch","https://github.com/maurosoria/dirsearch"
"dirtycow","multiple pocs on github and others places "
"dirty-pipe","https://github.com/0xIronGoat/dirty-pipe"
"disctopia-c2","https://github.com/3ct0s/disctopia-c2"
"DiskCryptor","https://github.com/DavidXanatos/DiskCryptor"
"diskshadow","N/A"
"DKMC","https://github.com/Mr-Un1k0d3r/DKMC"
"DLLHijackTest","https://github.com/slyd0g/DLLHijackTest"
"DllNotificationInjection","https://github.com/ShorSec/DllNotificationInjection"
"DllProxy","https://github.com/Iansus/DllProxy/"
"DLL-Spoofer","https://github.com/MitchHS/DLL-Spoofer"
"dns","https://github.com/ossec/ossec-hids/blob/master/etc/rules/named_rules.xml"
"dns2tcp","https://github.com/alex-sector/dns2tcp"
"dnscan","https://github.com/rbsec/dnscan"
"dnscat","https://github.com/iagox86/dnscat2"
"dnscat2","https://github.com/iagox86/dnscat2"
"dnschef-ng","https://github.com/byt3bl33d3r/dnschef-ng"
"dnscmd","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"dnscrypt","https://github.com/DNSCrypt/dnscrypt-proxy"
"dnsdumpster","https://dnsdumpster.com/"
"dnsenum","https://github.com/fwaeytens/dnsenum"
"DNSExfiltrator","https://github.com/Arno0x/DNSExfiltrator"
"dnsmorph","https://github.com/netevert/dnsmorph"
"DNS-Persist","https://github.com/0x09AL/DNS-Persist"
"dnsrecon","https://github.com/darkoperator/dnsrecon"
"dnsteal","https://github.com/m57/dnsteal"
"DNSTracer","https://github.com/pcoder/DNSTracer"
"dnstwist","https://github.com/elceef/dnstwist"
"DockerPwn","https://github.com/AbsoZed/DockerPwn.py"
"DocPlz","https://github.com/TheD1rkMtr/DocPlz"
"DoHC2","https://github.com/SpiderLabs/DoHC2"
"domain_analyzer","https://github.com/eldraco/domain_analyzer"
"domained","https://github.com/TypeError/domained"
"domainhunter","https://github.com/threatexpress/domainhunter"
"DomainPasswordSpray","https://github.com/dafthack/DomainPasswordSpray"
"DOME","https://github.com/v4d1/Dome"
"donpapi","https://github.com/login-securite/DonPAPI"
"donut","https://github.com/TheWover/donut"
"dos-over-tor","https://github.com/skizap/dos-over-tor"
"DotVPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"DoubleAgent","https://github.com/Cybellum/DoubleAgent"
"dpapi.py","N/A"
"dploot","https://github.com/zblurx/dploot"
"Dr0p1t-Framework","https://github.com/D4Vinci/Dr0p1t-Framework"
"DriverQuery","https://github.com/matterpreter/OffensiveCSharp/tree/master/DriverQuery"
"Droopscan","https://github.com/droope/droopescan"
"Drupwn","https://github.com/immunIT/drupwn"
"DSInternals","https://github.com/MichaelGrafnetter/DSInternals"
"dsniff","https://github.com/tecknicaltom/dsniff"
"dsquery","N/A"
"dsquery","https://www.politoinc.com/post/ldap-queries-for-offensive-and-defensive-operations"
"dtd-finder","https://github.com/GoSecure/dtd-finder"
"DuckDuckC2","https://github.com/nopcorn/DuckDuckC2"
"ducktail","https://www.trendmicro.com/en_be/research/23/e/managed-xdr-investigation-of-ducktail-in-trend-micro-vision-one.html"
"ducky","https://github.com/greghanley/ducky-decode-wiki/blob/master/Guide_Change_USB_VID_PID.wiki"
"DueDLLigence","https://github.com/mandiant/DueDLLigence"
"DumpCreds","https://github.com/ponypot/dumpcreds"
"Dumpert","https://github.com/outflanknl/Dumpert"
"DumpKernel-S1.ps1","https://gist.github.com/adamsvoboda/8f29e09d74b73e1dec3f9049c4358e80"
"DumpsterFire","https://github.com/TryCatchHCF/DumpsterFire"
"DynastyPersist","https://github.com/Trevohack/DynastyPersist"
"EAPHammer","https://github.com/s0lst1c3/eaphammer"
"Earth Lusca Operations Tools","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/RickGeex/ProxyLogon"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/winscripting/UAC-bypass/blob/master/FodhelperBypass.ps1"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/BeichenDream/BadPotato"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/dmaasland/proxyshell-poc"
"Earth VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Ebowla","https://github.com/Genetic-Malware/Ebowla"
"echo","N/A"
"echo","https://thedfirreport.com/2023/04/03/malicious-iso-file-leads-to-domain-wide-ransomware/"
"echo","https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/win_meterpreter_or_cobaltstrike_getsystem_service_start.yml"
"echoac-poc","https://github.com/kite03/echoac-poc"
"EDR_Detector","https://github.com/trickster0/EDR_Detector"
"EDRaser","https://github.com/SafeBreach-Labs/EDRaser"
"EDRSandBlast","https://github.com/wavestone-cdt/EDRSandblast"
"EDRSandblast-GodFault","https://github.com/gabriellandau/EDRSandblast-GodFault"
"EDR-Test","https://github.com/TH3xACE/EDR-Test"
"EfiGuard","https://github.com/Mattiwatti/EfiGuard"
"EfsPotato","https://github.com/zcgonvh/EfsPotato"
"Eggshell","https://github.com/neoneggplant/EggShell"
"Egress-Assess","https://github.com/FortyNorthSecurity/Egress-Assess"
"egressbuster","https://github.com/trustedsec/egressbuster"
"elastic-agent","N/A"
"elevationstation","https://github.com/g3tsyst3m/elevationstation"
"elite-proxy-finder","https://github.com/DanMcInerney/elite-proxy-finder"
"EmailAll","https://github.com/Taonn/EmailAll"
"email-format","https://www.email-format.com"
"EmbedInHTML","https://github.com/Arno0x/EmbedInHTML"
"empire","https://github.com/EmpireProject/Empire-GUI"
"empire","https://github.com/PowerShellEmpire/PowerTools"
"empire","https://www.powershellempire.com/"
"empire","https://github.com/BC-SECURITY/Empire"
"empire","https://github.com/BC-SECURITY/Starkiller"
"empire","https://github.com/EmpireProject/Empire"
"EncryptedZIP","https://github.com/matterpreter/OffensiveCSharp/tree/master/EncryptedZIP"
"enum4linux","https://github.com/CiscoCXSecurity/enum4linux"
"EQGR","https://fdik.org/EQGRP/Linux/doc/old/etc/user.tool.elgingamble.COMMON"
"EQGR","https://fdik.org/EQGRP/Linux/doc/old/etc/abopscript.txt"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/noclient-3.3.2.3-linux-i386"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/emptybowl.py"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/doc/old/etc/user.tool.dubmoat.COMMON"
"EQGRP tools","https://github.com/x0rz/EQGRP/tree/master/Linux/bin"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/doc/user.tool.elatedmonkey"
"EQGRP tools","https://github.com/Artogn/EQGRP-1/blob/master/Linux/bin/ftshell.v3.10.2.1"
"EQGRP tools","https://github.com/Artogn/EQGRP-1/blob/master/Linux/bin/Auditcleaner"
"EQGRP tools","https://github.com/thePevertedSpartan/EQ1/blob/0c2354ff1073099b2aa417030b3167ec29d7279c/Linux/doc/old/etc/user.tool.poptop.COMMON"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/echowrecker"
"EQGRP tools","https://github.com/wolf-project/NSA-TOOLS-SHADOW-BROKERS"
"Eternalblue-Doublepulsar-Metasploit","https://github.com/Telefonica/Eternalblue-Doublepulsar-Metasploit"
"EternalHushFramework","https://github.com/APT64/EternalHushFramework"
"ETW","https://gist.github.com/xpn/64e5b6f7ad370c343e3ab7e9f9e22503"
"ETWEventSubscription","https://github.com/matterpreter/OffensiveCSharp/tree/master/ETWEventSubscription"
"ETWHash","https://github.com/nettitude/ETWHash"
"EventViewer-UACBypass","https://github.com/CsEnox/EventViewer-UACBypass"
"EvilClippy","https://github.com/outflanknl/EvilClippy"
"evilginx","https://github.com/kgretzky/evilginx2"
"evilginx2","https://github.com/kgretzky/evilginx2"
"evilgrade","https://github.com/infobyte/evilgrade"
"EvilLsassTwin","https://github.com/RePRGM/Nimperiments/tree/main/EvilLsassTwin"
"EvilnoVNC","https://github.com/JoelGMSec/EvilnoVNC"
"evilqr","https://github.com/kgretzky/evilqr"
"evilrdp","https://github.com/skelsec/evilrdp"
"EvilSln","https://github.com/cjm00n/EvilSln"
"evil-winrm","https://github.com/Hackplayers/evil-winrm"
"EvtMute","https://github.com/bats3c/EvtMute"
"Excel","https://github.com/tsale/Sigma_rules/blob/main/MISC/pythonfunctionwarnings_disabled.yml"
"Excel-Exploit","https://github.com/Mr-Cyb3rgh0st/Excel-Exploit/tree/main"
"exe_to_dll","https://github.com/hasherezade/exe_to_dll"
"exe2powershell","https://github.com/yanncam/exe2powershell"
"Executable_Files","https://github.com/reveng007/Executable_Files"
"exegol","https://github.com/ThePorgs/Exegol"
"expl-bin","https://github.com/sailay1996/expl-bin"
"exploits","https://github.com/XiphosResearch/exploits"
"Exploits","https://github.com/WindowsExploits/Exploits"
"export","N/A"
"ExpressVPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Exrop","https://github.com/d4em0n/exrop"
"ExtractBitlockerKeys","https://github.com/p0dalirius/ExtractBitlockerKeys"
"EyeWitness","https://github.com/FortyNorthSecurity/EyeWitness"
"FakeAMSI","https://github.com/gtworek/PSBits/tree/master/FakeAMSI"
"FakeCmdLine","https://github.com/gtworek/PSBits/tree/master/FakeCmdLine"
"FakeImageExploiter","https://github.com/r00t-3xp10it/FakeImageExploiter"
"fakelogonscreen","https://github.com/bitsadmin/fakelogonscreen"
"fake-sms","https://github.com/Narasimha1997/fake-sms"
"Farmer","https://github.com/mdsecactivebreach/Farmer"
"FastestVPN Proxy","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"fastfuzz","https://github.com/tismayil/fastfuz-chrome-ext"
"FastStunnel VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"fcrackzip","https://manpages.ubuntu.com/manpages/trusty/man1/fcrackzip.1.html"
"ffuf","https://github.com/ffuf/ffuf"
"fgdump","https://gitlab.com/kalilinux/packages/windows-binaries/-/tree/kali/master/fgdump"
"fiddler","https://www.telerik.com/"
"FiercePhish","https://github.com/Raikia/FiercePhish"
"file.io","https://twitter.com/mthcht/status/1660953897622544384"
"fileless-elf-exec","https://github.com/nnsee/fileless-elf-exec"
"FilelessPELoader","https://github.com/TheD1rkMtr/FilelessPELoader"
"find","N/A"
"find","https://github.com/ice-wzl/wmiexec2"
"find","https://blog.g0tmi1k.com/2011/08/basic-linux-privilege-escalation/"
"Findsploit","https://github.com/1N3/Findsploit"
"findstr","N/A"
"findstr","https://github.com/gabriellandau/PPLFault"
"findsubdomains","https://findsubdomains.com/"
"FindUncommonShares","https://github.com/p0dalirius/FindUncommonShares"
"firefox_decrypt","https://github.com/unode/firefox_decrypt"
"firesheep","https://codebutler.github.io/firesheep/"
"FlipperZero","https://docs.flipper.net/qflipper/windows-debug"
"fltMC","https://github.com/mthcht/Purpleteam/blob/main/Simulation/Windows/System/unload_sysmon_driver_with_fltmc.ps1"
"FluxionNetwork","https://github.com/FluxionNetwork/fluxion"
"FMFASweep","https://github.com/dafthack/MFASweep"
"FOCA","https://github.com/ElevenPaths/FOCA"
"ForgeCert","https://github.com/GhostPack/ForgeCert"
"forkatz","https://github.com/Barbarisch/forkatz"
"ForkPlayground","https://github.com/D4stiny/ForkPlayground"
"Fornex VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"FourEye","https://github.com/lengjibo/FourEye"
"FoxyProxy Standard","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"frampton","https://github.com/ins1gn1a/Frampton"
"Free Avira Phantom VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free Fast VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free One Touch VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free Proxy VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free Residential VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free VPN","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"FREE VPN DEWELOPMENT","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"Free VPN for Chrome","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"freefilesync","https://freefilesync.org/download.php"
"Freeze","https://github.com/optiv/Freeze"
"Freeze.rs","https://github.com/optiv/Freeze.rs"
"frp","https://github.com/fatedier/frp"
"fsutil","https://x.com/0gtweet/status/1720532496847167784"
"ftype","N/A"
"Fuck-Etw","https://github.com/unkvolism/Fuck-Etw"
"FudgeC2","https://github.com/Ziconius/FudgeC2"
"FunctionalC2","https://github.com/FortyNorthSecurity/FunctionalC2"
"fuxploider","https://github.com/almandin/fuxploider"
"fuzz.txt","https://github.com/Bo0oM/fuzz.txt/blob/master/fuzz.txt"
"fuzzdb","https://github.com/fuzzdb-project/fuzzdb"
"GadgetToJScript","https://github.com/med0x2e/GadgetToJScript"
"gateway-finder-imp","https://github.com/whitel1st/gateway-finder-imp"
"GatherContacts","https://github.com/clr2of8/GatherContacts"
"gato","https://github.com/praetorian-inc/gato"
"GC2-sheet","https://github.com/looCiprian/GC2-sheet"
"gcat","https://github.com/byt3bl33d3r/gcat"
"GCPBucketBrute","https://github.com/RhinoSecurityLabs/GCPBucketBrute"
"GCR-Google-Calendar-RAT","https://github.com/MrSaighnal/GCR-Google-Calendar-RAT"
"Generate-Macro","https://github.com/enigma0x3/Generate-Macro"
"genHTA","https://github.com/mdsecactivebreach/genHTA"
"GeoProxy","https://raw.githubusercontent.com/SigmaHQ/sigma/43277f26fc1c81fc98fc79147b711189e901b757/rules/windows/registry/registry_set/registry_set_chrome_extension.yml"
"getcap","N/A"
"Getcap","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"getent","N/A"
"getExploit","https://github.com/Gioyik/getExploit"
"GetLoggedOnUsersRegistry","https://gist.github.com/RalphDesmangles/22f580655f479f189c1de9e7720776f1"
"Get-RBCD-Threaded","https://github.com/FatRodzianko/Get-RBCD-Threaded"
"getsploit","https://github.com/vulnersCom/getsploit"
"Get-WmiObject","https://learn.microsoft.com/en-us/powershell/module/microsoft.powershell.management/get-wmiobject?view=powershell-5.1"
"ghauri","https://github.com/r0oth3x49/ghauri"
"ghidra","https://github.com/NationalSecurityAgency/ghidra"
"GhostDriver","https://github.com/BlackSnufkin/GhostDriver"
"GhostInTheNet","https://github.com/cryptolok/GhostInTheNet"
"GhostMapper","https://github.com/Oliver-1-1/GhostMapper"
"GhostPack","https://github.com/GhostPack"
"Ghostpack-CompiledBinaries","https://github.com/r3motecontrol/Ghostpack-CompiledBinaries"
"GhostTask","https://github.com/netero1010/GhostTask"
"gimmecredz","https://github.com/0xmitsurugi/gimmecredz"
"gimmeSH","https://github.com/A3h1nt/gimmeSH"
"github","https://github.com/"
"Github  Username","https://github.com/SecureAuthCorp"
"Github  Username","https://github.com/SpiderLabs"
"Github  Username","https://github.com/0x00-0x00"
"Github  Username","https://github.com/RhinoSecurityLabs"
"Github Username","https://github.com/realgam3"
"Github Username","https://github.com/RedTeamOperations"
"Github Username","https://github.com/rasta-mouse"
"Github Username","https://github.com/quickbreach"
"Github Username","https://github.com/r00t-3xp10it"
"Github Username","https://github.com/s0lst1c3"
"Github Username","https://github.com/sailay1996"
"Github Username","https://github.com/sc0tfree"
"Github Username","https://github.com/S3cur3Th1sSh1t/Amsi-Bypass-Powershell"
"Github Username","https://github.com/s0md3v"
"Github Username","https://github.com/S3cur3Th1sSh1t"
"Github Username","https://github.com/pentestmonkey"
"Github Username","https://github.com/mwrlabs"
"Github Username","https://github.com/n1nj4sec"
"Github Username","https://github.com/Mr-Un1k0d3r"
"Github Username","https://github.com/mogwailabs"
"Github Username","https://github.com/MooseDojo"
"Github Username","https://github.com/nccgroup"
"Github Username","https://github.com/obscuritylabs"
"Github Username","https://github.com/P0cL4bs"
"Github Username","https://github.com/nyxgeek"
"Github Username","https://github.com/neoneggplant"
"Github Username","https://github.com/NextronSystems"
"Github Username","https://github.com/Screetsec"
"Github Username","https://github.com/virajkulkarni14"
"Github Username","https://github.com/Viralmaniar"
"Github Username","https://github.com/unixpickle"
"Github Username","https://github.com/TryCatchHCF"
"Github Username","https://github.com/Und3rf10w"
"Github Username","https://github.com/vysecurity"
"Github Username","https://github.com/xoreaxeaxeax"
"Github Username","https://twitter.com/Cneelis"
"Github Username","https://github.com/xillwillx"
"Github Username","https://github.com/x0rz"
"Github Username","https://github.com/x90skysn3k"
"Github Username","https://github.com/trustedsec"
"Github Username","https://github.com/SecWiki/windows-kernel-exploits"
"Github Username","https://github.com/sensepost"
"Github Username","https://github.com/securitywithoutborders"
"Github Username","https://github.com/secgroundzero"
"Github Username","https://github.com/secrary"
"Github Username","https://github.com/SilverPoision"
"Github Username","https://github.com/toolswatch/blackhat-arsenal-tools"
"Github Username","https://github.com/True-Demon"
"Github Username","https://github.com/tiagorlampert"
"Github Username","https://github.com/SySS-Research"
"Github Username","https://github.com/threatexpress"
"Github Username","https://github.com/Cybellum"
"Github Username","https://github.com/CyDefUnicorn"
"Github Username","https://github.com/curi0usJack"
