"metadata_tool","metadata_link"
"DesertNut","https://github.com/FuzzySecurity/Sharp-Suite/tree/master/DesertNut"
"DFSCoerce","https://github.com/Wh04m1001/DFSCoerce"
"dialupass","https://www.nirsoft.net/utils/dialupass.html"
"dig","https://linux.die.net/man/1/dig"
"Dinjector","https://github.com/Metro-Holografix/DInjector"
"dirbuster","https://github.com/vulnersCom/burp-Dirbuster"
"DirCreate2System","https://github.com/binderlabs/DirCreate2System"
"Direct-Syscalls","https://github.com/VirtualAlllocEx/Direct-Syscalls-vs-Indirect-Syscalls"
"dirscraper","https://github.com/Cillian-Collins/dirscraper"
"dirsearch","https://github.com/maurosoria/dirsearch"
"dirtycow","multiple pocs on github and others places "
"dirty-pipe","https://github.com/0xIronGoat/dirty-pipe"
"disctopia-c2","https://github.com/3ct0s/disctopia-c2"
"diskshadow","N/A"
"DllProxy","https://github.com/Iansus/DllProxy/"
"dns","https://github.com/ossec/ossec-hids/blob/master/etc/rules/named_rules.xml"
"dnscan","https://github.com/rbsec/dnscan"
"dnscat","https://github.com/iagox86/dnscat2"
"dnscat2","https://github.com/iagox86/dnscat2"
"dnscmd","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"dnsenum","https://github.com/fwaeytens/dnsenum"
"DNSExfiltrator","https://github.com/Arno0x/DNSExfiltrator"
"dnsmorph","https://github.com/netevert/dnsmorph"
"DNS-Persist","https://github.com/0x09AL/DNS-Persist"
"dnsrecon","https://github.com/darkoperator/dnsrecon"
"dnsteal","https://github.com/m57/dnsteal"
"DNSTracer","https://github.com/pcoder/DNSTracer"
"dnstwist","https://github.com/elceef/dnstwist"
"DockerPwn","https://github.com/AbsoZed/DockerPwn.py"
"DoHC2","https://github.com/SpiderLabs/DoHC2"
"domain_analyzer","https://github.com/eldraco/domain_analyzer"
"domained","https://github.com/TypeError/domained"
"domainhunter","https://github.com/threatexpress/domainhunter"
"DomainPasswordSpray","https://github.com/dafthack/DomainPasswordSpray"
"DOME","https://github.com/v4d1/Dome"
"donpapi","https://github.com/login-securite/DonPAPI"
"donut","https://github.com/TheWover/donut"
"dos-over-tor","https://github.com/skizap/dos-over-tor"
"DoubleAgent","https://github.com/Cybellum/DoubleAgent"
"dpapi.py","N/A"
"dploot","https://github.com/zblurx/dploot"
"Dr0p1t-Framework","https://github.com/D4Vinci/Dr0p1t-Framework"
"DriverQuery","https://github.com/matterpreter/OffensiveCSharp/tree/master/DriverQuery"
"Droopscan","https://github.com/droope/droopescan"
"Drupwn","https://github.com/immunIT/drupwn"
"dsniff","https://github.com/tecknicaltom/dsniff"
"dsquery","N/A"
"dsquery","https://www.politoinc.com/post/ldap-queries-for-offensive-and-defensive-operations"
"dtd-finder","https://github.com/GoSecure/dtd-finder"
"ducky","https://github.com/greghanley/ducky-decode-wiki/blob/master/Guide_Change_USB_VID_PID.wiki"
"DueDLLigence","https://github.com/mandiant/DueDLLigence"
"DumpCreds","https://github.com/ponypot/dumpcreds"
"Dumpert","https://github.com/outflanknl/Dumpert"
"DumpsterFire","https://github.com/TryCatchHCF/DumpsterFire"
"EAPHammer","https://github.com/s0lst1c3/eaphammer"
"Earth Lusca Operations Tools","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/RickGeex/ProxyLogon"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/winscripting/UAC-bypass/blob/master/FodhelperBypass.ps1"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/BeichenDream/BadPotato"
"Earth Lusca Operations Tools ","https://www.trendmicro.com/content/dam/trendmicro/global/en/research/22/a/earth-lusca-employs-sophisticated-infrastructure-varied-tools-and-techniques/technical-brief-delving-deep-an-analysis-of-earth-lusca-operations.pdf https://github.com/dmaasland/proxyshell-poc"
"Ebowla","https://github.com/Genetic-Malware/Ebowla"
"echo","N/A"
"echo","https://github.com/SigmaHQ/sigma/blob/master/rules/windows/process_creation/win_meterpreter_or_cobaltstrike_getsystem_service_start.yml"
"echoac-poc","https://github.com/kite03/echoac-poc"
"EDRSandBlast","https://github.com/wavestone-cdt/EDRSandblast"
"EDR-Test","https://github.com/TH3xACE/EDR-Test"
"EfsPotato","https://github.com/zcgonvh/EfsPotato"
"Eggshell","https://github.com/neoneggplant/EggShell"
"Egress-Assess","https://github.com/FortyNorthSecurity/Egress-Assess"
"egressbuster","https://github.com/trustedsec/egressbuster"
"elastic-agent","N/A"
"elevationstation","https://github.com/g3tsyst3m/elevationstation"
"elite-proxy-finder","https://github.com/DanMcInerney/elite-proxy-finder"
"EmailAll","https://github.com/Taonn/EmailAll"
"email-format","https://www.email-format.com"
"EmbedInHTML","https://github.com/Arno0x/EmbedInHTML"
"empire","https://github.com/EmpireProject/Empire-GUI"
"empire","https://github.com/PowerShellEmpire/PowerTools"
"empire","https://www.powershellempire.com/"
"empire","https://github.com/BC-SECURITY/Empire"
"empire","https://github.com/BC-SECURITY/Starkiller"
"empire","https://github.com/EmpireProject/Empire"
"EncryptedZIP","https://github.com/matterpreter/OffensiveCSharp/tree/master/EncryptedZIP"
"enum4linux","https://github.com/CiscoCXSecurity/enum4linux"
"EQGR","https://fdik.org/EQGRP/Linux/doc/old/etc/user.tool.elgingamble.COMMON"
"EQGR","https://fdik.org/EQGRP/Linux/doc/old/etc/abopscript.txt"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/noclient-3.3.2.3-linux-i386"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/emptybowl.py"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/doc/old/etc/user.tool.dubmoat.COMMON"
"EQGRP tools","https://github.com/x0rz/EQGRP/tree/master/Linux/bin"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/doc/user.tool.elatedmonkey"
"EQGRP tools","https://github.com/Artogn/EQGRP-1/blob/master/Linux/bin/ftshell.v3.10.2.1"
"EQGRP tools","https://github.com/Artogn/EQGRP-1/blob/master/Linux/bin/Auditcleaner"
"EQGRP tools","https://github.com/thePevertedSpartan/EQ1/blob/0c2354ff1073099b2aa417030b3167ec29d7279c/Linux/doc/old/etc/user.tool.poptop.COMMON"
"EQGRP tools","https://github.com/x0rz/EQGRP/blob/master/Linux/bin/echowrecker"
"EQGRP tools","https://github.com/wolf-project/NSA-TOOLS-SHADOW-BROKERS"
"Eternalblue-Doublepulsar-Metasploit","https://github.com/Telefonica/Eternalblue-Doublepulsar-Metasploit"
"ETW","https://gist.github.com/xpn/64e5b6f7ad370c343e3ab7e9f9e22503"
"ETWEventSubscription","https://github.com/matterpreter/OffensiveCSharp/tree/master/ETWEventSubscription"
"ETWHash","https://github.com/nettitude/ETWHash"
"EvilClippy","https://github.com/outflanknl/EvilClippy"
"evilginx","https://github.com/kgretzky/evilginx2"
"evilginx2","https://github.com/kgretzky/evilginx2"
"evilgrade","https://github.com/infobyte/evilgrade"
"EvilnoVNC","https://github.com/JoelGMSec/EvilnoVNC"
"evilqr","https://github.com/kgretzky/evilqr"
"evil-winrm","https://github.com/Hackplayers/evil-winrm"
"EvtMute","https://github.com/bats3c/EvtMute"
"Excel-Exploit","https://github.com/Mr-Cyb3rgh0st/Excel-Exploit/tree/main"
"exe_to_dll","https://github.com/hasherezade/exe_to_dll"
"Executable_Files","https://github.com/reveng007/Executable_Files"
"expl-bin","https://github.com/sailay1996/expl-bin"
"exploits","https://github.com/XiphosResearch/exploits"
"Exploits","https://github.com/WindowsExploits/Exploits"
"export","N/A"
"Exrop","https://github.com/d4em0n/exrop"
"EyeWitness","https://github.com/FortyNorthSecurity/EyeWitness"
"FakeAMSI","https://github.com/gtworek/PSBits/tree/master/FakeAMSI"
"FakeCmdLine","https://github.com/gtworek/PSBits/tree/master/FakeCmdLine"
"FakeImageExploiter","https://github.com/r00t-3xp10it/FakeImageExploiter"
"fakelogonscreen","https://github.com/bitsadmin/fakelogonscreen"
"Farmer","https://github.com/mdsecactivebreach/Farmer"
"fastfuzz","https://github.com/tismayil/fastfuz-chrome-ext"
"fcrackzip","https://manpages.ubuntu.com/manpages/trusty/man1/fcrackzip.1.html"
"ffuf","https://github.com/ffuf/ffuf"
"fgdump","https://gitlab.com/kalilinux/packages/windows-binaries/-/tree/kali/master/fgdump"
"FiercePhish","https://github.com/Raikia/FiercePhish"
"file.io","https://twitter.com/mthcht/status/1660953897622544384"
"fileless-elf-exec","https://github.com/nnsee/fileless-elf-exec"
"find","N/A"
"find","https://blog.g0tmi1k.com/2011/08/basic-linux-privilege-escalation/"
"Findsploit","https://github.com/1N3/Findsploit"
"findstr","N/A"
"findstr","https://github.com/gabriellandau/PPLFault"
"findsubdomains","https://findsubdomains.com/"
"FindUncommonShares","https://github.com/p0dalirius/FindUncommonShares"
"firefox_decrypt","https://github.com/unode/firefox_decrypt"
"firesheep","https://codebutler.github.io/firesheep/"
"FlipperZero","https://docs.flipper.net/qflipper/windows-debug"
"fltMC","https://github.com/mthcht/Purpleteam/blob/main/Simulation/Windows/System/unload_sysmon_driver_with_fltmc.ps1"
"FluxionNetwork","https://github.com/FluxionNetwork/fluxion"
"FMFASweep","https://github.com/dafthack/MFASweep"
"FOCA","https://github.com/ElevenPaths/FOCA"
"ForgeCert","https://github.com/GhostPack/ForgeCert"
"forkatz","https://github.com/Barbarisch/forkatz"
"FourEye","https://github.com/lengjibo/FourEye"
"frampton","https://github.com/ins1gn1a/Frampton"
"Freeze","https://github.com/optiv/Freeze"
"Freeze.rs","https://github.com/optiv/Freeze.rs"
"ftype","N/A"
"FudgeC2","https://github.com/Ziconius/FudgeC2"
"FunctionalC2","https://github.com/FortyNorthSecurity/FunctionalC2"
"fuxploider","https://github.com/almandin/fuxploider"
"fuzz.txt","https://github.com/Bo0oM/fuzz.txt/blob/master/fuzz.txt"
"fuzzdb","https://github.com/fuzzdb-project/fuzzdb"
"GadgetToJScript","https://github.com/med0x2e/GadgetToJScript"
"gateway-finder-imp","https://github.com/whitel1st/gateway-finder-imp"
"GatherContacts","https://github.com/clr2of8/GatherContacts"
"gato","https://github.com/praetorian-inc/gato"
"GC2-sheet","https://github.com/looCiprian/GC2-sheet"
"gcat","https://github.com/byt3bl33d3r/gcat"
"GCPBucketBrute","https://github.com/RhinoSecurityLabs/GCPBucketBrute"
"GCR-Google-Calendar-RAT","https://github.com/MrSaighnal/GCR-Google-Calendar-RAT"
"Generate-Macro","https://github.com/enigma0x3/Generate-Macro"
"genHTA","https://github.com/mdsecactivebreach/genHTA"
"Getcap","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"getent","N/A"
"getExploit","https://github.com/Gioyik/getExploit"
"Get-RBCD-Threaded","https://github.com/FatRodzianko/Get-RBCD-Threaded"
"getsploit","https://github.com/vulnersCom/getsploit"
"ghidra","https://github.com/NationalSecurityAgency/ghidra"
"GhostInTheNet","https://github.com/cryptolok/GhostInTheNet"
"GhostPack","https://github.com/GhostPack"
"Ghostpack-CompiledBinaries","https://github.com/r3motecontrol/Ghostpack-CompiledBinaries"
"gimmecredz","https://github.com/0xmitsurugi/gimmecredz"
"gimmeSH","https://github.com/A3h1nt/gimmeSH"
"github","https://github.com/"
"Github  Username","https://github.com/SecureAuthCorp"
"Github  Username","https://github.com/SpiderLabs"
"Github  Username","https://github.com/0x00-0x00"
"Github  Username","https://github.com/RhinoSecurityLabs"
"Github Username","https://github.com/realgam3"
"Github Username","https://github.com/RedTeamOperations"
"Github Username","https://github.com/rasta-mouse"
"Github Username","https://github.com/quickbreach"
"Github Username","https://github.com/r00t-3xp10it"
"Github Username","https://github.com/s0lst1c3"
"Github Username","https://github.com/sailay1996"
"Github Username","https://github.com/sc0tfree"
"Github Username","https://github.com/S3cur3Th1sSh1t/Amsi-Bypass-Powershell"
"Github Username","https://github.com/s0md3v"
"Github Username","https://github.com/S3cur3Th1sSh1t"
"Github Username","https://github.com/pentestmonkey"
"Github Username","https://github.com/mwrlabs"
"Github Username","https://github.com/n1nj4sec"
"Github Username","https://github.com/Mr-Un1k0d3r"
"Github Username","https://github.com/mogwailabs"
"Github Username","https://github.com/MooseDojo"
"Github Username","https://github.com/nccgroup"
"Github Username","https://github.com/obscuritylabs"
"Github Username","https://github.com/P0cL4bs"
"Github Username","https://github.com/nyxgeek"
"Github Username","https://github.com/neoneggplant"
"Github Username","https://github.com/NextronSystems"
"Github Username","https://github.com/Screetsec"
"Github Username","https://github.com/virajkulkarni14"
"Github Username","https://github.com/Viralmaniar"
"Github Username","https://github.com/unixpickle"
"Github Username","https://github.com/TryCatchHCF"
"Github Username","https://github.com/Und3rf10w"
"Github Username","https://github.com/vysecurity"
"Github Username","https://github.com/xoreaxeaxeax"
"Github Username","https://twitter.com/Cneelis"
"Github Username","https://github.com/xillwillx"
"Github Username","https://github.com/x0rz"
"Github Username","https://github.com/x90skysn3k"
"Github Username","https://github.com/trustedsec"
"Github Username","https://github.com/SecWiki/windows-kernel-exploits"
"Github Username","https://github.com/sensepost"
"Github Username","https://github.com/securitywithoutborders"
"Github Username","https://github.com/secgroundzero"
"Github Username","https://github.com/secrary"
"Github Username","https://github.com/SilverPoision"
"Github Username","https://github.com/toolswatch/blackhat-arsenal-tools"
"Github Username","https://github.com/True-Demon"
"Github Username","https://github.com/tiagorlampert"
"Github Username","https://github.com/SySS-Research"
"Github Username","https://github.com/threatexpress"
"Github Username","https://github.com/Cybellum"
"Github Username","https://github.com/CyDefUnicorn"
"Github Username","https://github.com/curi0usJack"
"Github Username","https://github.com/Coalfire-Research"
"Github Username","https://github.com/cryptolok"
"Github Username","https://github.com/D4Vinci/"
"Github Username","https://github.com/deepzec"
"Github Username","https://github.com/DominicBreuker"
"Github Username","https://github.com/dchrastil"
"Github Username","https://github.com/dafthack"
"Github Username","https://github.com/danielbohannon"
"Github Username","https://github.com/Cn33liz"
"Github Username","https://github.com/BastilleResearch"
"Github Username","https://github.com/BC-SECURITY"
"Github Username","https://github.com/attackercan/"
"Github Username","https://github.com/aboul3la"
"Github Username","https://github.com/Arno0x"
"Github Username","https://github.com/Ben0xA"
"Github Username","https://github.com/byt3bl33d3r"
"Github Username","https://github.com/chrisk44/Hijacker"
"Github Username","https://github.com/Bo0oM"
"Github Username","https://github.com/berzerk0"
"Github Username","https://github.com/BishopFox"
"Github Username","https://github.com/enigma0x3"
"Github Username","https://github.com/klsecservices/s7scan"
"Github Username","https://github.com/lanjelot"
"Github Username","https://github.com/klsecservices"
"Github Username","https://github.com/kgretzky"
"Github Username","https://github.com/khast3x"
"Github Username","https://github.com/leapsecurity"
"Github Username","https://github.com/matterpreter"
"Github Username","https://github.com/mdsecactivebreach/"
"Github Username","https://github.com/m8r0wn"
"Github Username","https://github.com/LordNoteworthy"
"Github Username","https://github.com/m4ll0k"
"Github Username","https://github.com/JPCERTCC"
"Github Username","https://github.com/GoSecure"
"Github Username","https://github.com/h0nus"
"Github Username","https://github.com/g0tmi1k"
"Github Username","https://github.com/evilsocket"
"Github Username","https://github.com/FortyNorthSecurity"
"Github Username","https://github.com/Hack-with-Github"
"Github Username","https://github.com/itsKindred"
"Github Username","https://github.com/jedisct1"
"Github Username","https://github.com/Invoke-IR"
"Github Username","https://github.com/HarmJ0y"
"Github Username","https://github.com/hlldz"
"Gitleaks","https://github.com/zricethezav/gitleaks"
"Git-Scanner","https://github.com/HightechSec/git-scanner"
"GIUDA","https://github.com/foxlox/GIUDA"
"glit","https://github.com/shadawck/glit"
"gMSADumper","https://github.com/micahvandeusen/gMSADumper"
"GMSAPasswordReader","https://github.com/rvazarkar/GMSAPasswordReader"
"gobfuscate","https://github.com/unixpickle/gobfuscate"
"gobuster","https://github.com/OJ/gobuster"
"godoh","https://github.com/sensepost/godoh"
"godpotato","https://github.com/BeichenDream/GodPotato"
"GoFetch","https://github.com/GoFetchAD/GoFetch"
"GoldenGMSA","https://github.com/Semperis/GoldenGMSA"
"GONET-Scanner","https://github.com/luijait/GONET-Scanner"
"GooDork","https://github.com/k3170makan/GooDork"
"goPassGen","https://github.com/bigb0sss/goPassGen"
"gophish","https://github.com/puzzlepeaches/sneaky_gophish/"
"gophish","https://github.com/gophish/gophish"
"gophish","https://github.com/fin3ss3g0d/evilgophish"
"Gorsair","https://github.com/Ullaakut/Gorsair"
"go-secdump","https://github.com/jfjallid/go-secdump"
"gost","https://github.com/ginuerzh/gost"
"gpg","N/A"
"GPSCoordinates","https://github.com/matterpreter/OffensiveCSharp/tree/master/GPSCoordinates"
"GreatSCT","https://github.com/GreatSCT/GreatSCT"
"Greenwolf","https://github.com/Greenwolf/social_mapper"
"grep","https://gtfobins.github.io/"
"grep","N/A"
"grep","https://blog.g0tmi1k.com/2011/08/basic-linux-privilege-escalation/"
"grep","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"Group3r","https://github.com/Group3r/Group3r"
"gtfobins","https://gtfobins.github.io/"
"GTFOBLookup","https://github.com/nccgroup/GTFOBLookup"
"h8mail","https://github.com/opencubicles/h8mail"
"h8mail","https://github.com/khast3x/h8mail"
"HackBrowserData","https://github.com/moonD4rk/HackBrowserData"
"hackingtool","https://github.com/Z4nzu/hackingtool"
"HackTheWorld","https://github.com/stormshadow07/HackTheWorld"
"hack-tools","https://github.com/LasCC/Hack-Tools"
"hades","https://github.com/f1zm0/hades"
"HadesLdr","https://github.com/CognisysGroup/HadesLdr"
"hakrawler","https://github.com/hakluke/hakrawler"
"HardHatC2","https://github.com/DragoQCC/HardHatC2"
"Harvester_OF_SORROW","https://github.com/hak5/omg-payloads/blob/master/payloads/library/credentials/Harvester_OF_SORROW/payload.txt"
"Hash-Buster","https://github.com/s0md3v/Hash-Buster"
"hashcat","https://github.com/hashcat/hashcat"
"havoc","https://github.com/its-a-feature/Mythic"
"havoc","https://github.com/HavocFramework/Havoc"
"hcxdumptool","https://github.com/ZerBea/hcxdumptool"
"HeartBleed","https://github.com/TechnicalMujeeb/HeartBleed"
"HEKATOMB","https://github.com/Processus-Thief/HEKATOMB"
"HellsGate","https://github.com/am0nsec/HellsGate"
"Heroinn","https://github.com/b23r0/Heroinn"
"Hibr2Dmp","https://github.com/mthcht/Purpleteam/blob/main/Simulation/Windows/System/dump_lsass_by_converting_hiberfil_to_dmp.ps1"
"HideProcess","https://github.com/landhb/HideProcess"
"Hijacker","https://github.com/chrisk44/Hijacker"
"HijackHunter","https://github.com/matterpreter/OffensiveCSharp/tree/master/HijackHunter"
"history","N/A"
"hoaxshell","https://github.com/t3l3machus/hoaxshell"
"HoneypotBuster","https://github.com/JavelinNetworks/HoneypotBuster"
"HookDetector","https://github.com/matterpreter/OffensiveCSharp/tree/master/HookDetector"
"HostRecon","https://github.com/dafthack/HostRecon"
"hping","https://github.com/antirez/hping"
"hping3","https://github.com/RoseSecurity/Red-Teaming-TTPs"
"HRShell","https://github.com/chrispetrou/HRShell"
"htshells","https://github.com/wireghoul/htshells"
"https-portal","https://github.com/SteveLTN/https-portal"
"Huan","https://github.com/frkngksl/Huan"
"Hunter.io","https://hunter.io/"
"hypobrychium","https://github.com/foxlox/hypobrychium"
"I2P","https://geti2p.net/"
"icalcs","https://www.pavel.gr/blog/neutralising-amsi-system-wide-as-an-admin"
"icebreaker","https://github.com/DanMcInerney/icebreaker"
"icmpsh","https://github.com/r00t-3xp10it/venom"
"icmpsh","https://github.com/bdamele/icmpsh"
"ICMP-TransferTools","https://github.com/icyguider/ICMP-TransferTools"
"icmptunnel","https://github.com/s-h-3-l-l/katoolin3"
"IDiagnosticProfileUAC","https://github.com/Wh04m1001/IDiagnosticProfileUAC"
"ifconfig","N/A"
"ifconfig","https://github.com/RoseSecurity/Red-Teaming-TTPs/blob/main/Linux.md"
"IIS-Raid","https://github.com/0x09AL/IIS-Raid"
"IKEForce","https://github.com/SpiderLabs/ikeforce"
"impacket","https://github.com/oldboy21/LDAP-Password-Hunter"
"impacket","https://github.com/SecureAuthCorp/impacket"
"impacket","https://github.com/SecureAuthCorp/impacket/blob/master/examples/getST.py"
"impacket","https://casvancooten.com/posts/2020/11/windows-active-directory-exploitation-cheat-sheet-and-command-reference"
"impacket","https://github.com/dirkjanm/krbrelayx"
"impacket","https://github.com/fortra/impacket"
"impersonate-rs","https://github.com/zblurx/impersonate-rs"
"Imperva_gzip_WAF_Bypass","https://github.com/BishopFox/Imperva_gzip_WAF_Bypass"
"ImplantSSP","https://github.com/matterpreter/OffensiveCSharp/tree/master/ImplantSSP"
"inceptor","https://github.com/klezVirus/inceptor"
"Indirect-Syscalls","https://github.com/VirtualAlllocEx/Direct-Syscalls-vs-Indirect-Syscalls"
"infernal-twin","https://github.com/entropy1337/infernal-twin"
"Infoga","https://github.com/m4ll0k/Infoga"
"injectify","https://github.com/samdenty/injectify"
"InjectProc","https://github.com/secrary/InjectProc"
"InsecurePowerShell","https://github.com/cobbr/InsecurePowerShell"
"InspectAssembly","https://github.com/matterpreter/OffensiveCSharp/tree/master/InspectAssembly"
"interactsh","https://github.com/projectdiscovery/interactsh"
"Intercepter-NG","https://github.com/intercepter-ng"
"Internal-Monologue","https://github.com/eladshamir/Internal-Monologue"
"IntruderPayloads","https://github.com/1N3/IntruderPayloads"
"Inveigh","https://github.com/Kevin-Robertson/Inveigh"
"InvisibilityCloak","https://github.com/h4wkst3r/InvisibilityCloak"
"Invisi-Shell","https://github.com/OmerYa/Invisi-Shell"
"Invoke-ACLpwn","https://github.com/fox-it/Invoke-ACLPwn"
"Invoke-AzureEnum","https://github.com/tobor88/PowerShell-Red-Team/blob/master/Invoke-AzureEnum.ps1"
"Invoke-AzurePasswordSpray","https://github.com/tobor88/PowerShell-Red-Team/blob/master/Invoke-AzurePasswordSpray.ps1"
"Invoke-BSOD","https://github.com/peewpw/Invoke-BSOD"
"Invoke-BuildAnonymousSMBServer","https://github.com/3gstudent/Invoke-BuildAnonymousSMBServer"
"Invoke-DOSfuscation","https://github.com/danielbohannon/Revoke-Obfuscation"
"Invoke-DOSfuscation","https://github.com/danielbohannon/Invoke-DOSfuscation"
"Invoke-Obfuscation","https://github.com/danielbohannon/Invoke-Obfuscation"
"Invoke-Phant0m","https://github.com/hlldz/Invoke-Phant0m"
"invoke-piper","https://github.com/p3nt4/Invoke-Piper"
"Invoke-PowerThIEf","https://github.com/nettitude/Invoke-PowerThIEf"
"Invoke-PrintDemon","https://github.com/BC-SECURITY/Invoke-PrintDemon"
"Invoke-ProcessScan","https://github.com/vysecurity/Invoke-ProcessScan"
"Invoke-PSImage","https://github.com/peewpw/Invoke-PSImage"
"Invoke-SocksProxy","https://github.com/p3nt4/Invoke-SocksProxy"
"Invoke-TheHash","https://github.com/Kevin-Robertson/Invoke-TheHash"
"Invoke-TmpDavFS","https://github.com/p3nt4/Invoke-TmpDavFS"
"Invoke-WCMDump","https://github.com/peewpw/Invoke-WCMDump"
"Invoke-ZeroLogon","https://github.com/BC-SECURITY/Invoke-ZeroLogon"
"iodine","https://linux.die.net/man/8/iodine"
"ip","N/A"
"ip-api.com","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"iptables","https://attack.mitre.org/techniques/T1562/001/"
"ipv4.myip.wtf","https://github.com/3ct0s/disctopia-c2/blob/main/libraries/disctopia.py"
"ItWasAllADream","https://github.com/byt3bl33d3r/ItWasAllADream"
"ivy","https://github.com/optiv/Ivy"
"jackdaw","https://github.com/skelsec/jackdaw"
"jackit","https://github.com/insecurityofthings/jackit"
"Jatayu","https://github.com/SpiderMate/Jatayu"
"java-deserialization-exploits","https://github.com/Coalfire-Research/java-deserialization-exploits"
"javascript-obfuscator","https://github.com/javascript-obfuscator/javascript-obfuscator"
"Jira-Lens","https://powersploit.readthedocs.io/en/stable/Recon/README/"
"Jira-Lens","https://github.com/MayankPandey01/Jira-Lens"
"john","https://github.com/openwall/john/"
"JohnTheRipper","https://github.com/magnumripper/JohnTheRipper"
"joomscan","https://github.com/rezasp/joomscan"
"Jormungandr","https://github.com/Idov31/Jormungandr"
"JuicyPotatoNG","https://github.com/antonioCoco/JuicyPotatoNG"
"JunctionFolder","https://github.com/matterpreter/OffensiveCSharp/tree/master/JunctionFolder"
"jwt_tool","https://github.com/ticarpi/jwt_tool"
"kali","https://www.kali.org/"
"kali-anonsurf","https://github.com/Und3rf10w/kali-anonsurf"
"kalitorify","https://github.com/brainfucksec/kalitorify"
"katoolin3","https://github.com/s-h-3-l-l/katoolin3"
"keepass-password-dumper","https://github.com/vdohney/keepass-password-dumper"
"Keethief","https://github.com/GhostPack/KeeThief"
"kekeo","https://github.com/gentilkiwi/kekeo"
"kerberoast","https://github.com/xan7r/kerberoast"
"kerberoast","https://github.com/nidem/kerberoast"
"kerbrute","https://github.com/ropnop/kerbrute"
"keylogger keyword","N/A"
"KeyTabExtract","https://github.com/sosdave/KeyTabExtract"
"KillDefenderBOF","https://github.com/Cerbersec/KillDefenderBOF"
"kismet","https://github.com/kismetwireless/kismet"
"KittyStager","https://github.com/Enelg52/KittyStager"
"koadic","https://github.com/zerosum0x0/koadic"
"koadic","https://github.com/offsecginger/koadic"
"krackattacks-scripts","https://github.com/vanhoefm/krackattacks-scripts"
"KrakenMask","https://github.com/RtlDallas/KrakenMask"
"KrbRelay","https://github.com/cube0x0/KrbRelay"
"krbrelayx","https://github.com/dirkjanm/krbrelayx"
"KRBUACBypass","https://github.com/wh0amitz/KRBUACBypass"
"kwetza","https://github.com/sensepost/kwetza"
"L0phtCrack","http://www.l0phtcrack.com/"
"LALIN","https://github.com/screetsec/LALIN"
"LANs.py","https://github.com/DanMcInerney/LANs.py"
"LAPSDecrypt","https://gist.github.com/xpn/23dc5b6c260a7571763ca8ca745c32f4"
"LAPSDumper","https://github.com/n00py/LAPSDumper"
"LAPSToolkit","https://github.com/leoloobeek/LAPSToolkit"
"LaZagne","https://github.com/AlessandroZ/LaZagne"
"LaZagneForensic","https://github.com/AlessandroZ/LaZagneForensic"
"LAZYPARIAH","https://github.com/octetsplicer/LAZYPARIAH"
"ldapdomaindump","https://github.com/dirkjanm/ldapdomaindump"
"ldapminer","https://sourceforge.net/projects/ldapminer/"
"ldapnomnom","https://github.com/lkarlslund/ldapnomnom"
"LdapRelayScan","https://github.com/zyn3rgy/LdapRelayScan"
"ldapsearch","https://man7.org/linux/man-pages/man1/ldapsearch.1.html"
"ldapsearch-ad","https://github.com/yaap7/ldapsearch-ad"
"ldeep","https://github.com/franc-pentest/ldeep"
"ldifde","https://media.defense.gov/2023/May/24/2003229517/-1/-1/0/CSA_Living_off_the_Land.PDF"
"LightsOut","https://github.com/icyguider/LightsOut"
"ligolo","https://github.com/sysdream/ligolo"
"LinEnum","https://github.com/rebootuser/LinEnum"
"LinkedInt","https://github.com/mdsecactivebreach/LinkedInt"
"linux","https://github.com/RoseSecurity/Red-Teaming-TTPs"
"linux-exploit-suggester","https://github.com/The-Z-Labs/linux-exploit-suggester"
"linuxprivchecker","https://github.com/sleventyeleven/linuxprivchecker/blob/master/linuxprivchecker.py"
